"location","spray_start","spray_end","formulation","year","household_coverage","population_coverage","funder","source","source_2","spray_date","month_count","location_id","region_name","path_to_top_parent","form_short","district"
"Amolatar District",2020-05-25,2020-06-20,"Fludora Fusion",2020,96.2,NA,"DFID/FCDO","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000676","","2020-06",65,"ZuQHWOaFQVM","Lango","akV6429SUqu,DWPnYhoqza0,ZuQHWOaFQVM","ff","Amolatar District"
"Dokolo District",2020-05-25,2020-06-20,"Fludora Fusion",2020,94.6,NA,"DFID/FCDO","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000676","","2020-06",65,"wMQ25dybdgH","Lango","akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH","ff","Dokolo District"
"Kaberamaido District",2020-05-25,2020-06-20,"Fludora Fusion",2020,NA,NA,"DFID/FCDO","https://pdf.usaid.gov/pdf_docs/PA00X48W.pdf","","2020-06",65,"QoRZB7xc3j9","Teso","akV6429SUqu,r0GhWtmPHDj,QoRZB7xc3j9","ff","Kaberamaido District"
"Lira District",2020-05-25,2020-06-20,"Fludora Fusion",2020,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00X48W.pdf","","2020-06",65,"Lj8t70RYnEt","Lango","akV6429SUqu,DWPnYhoqza0,Lj8t70RYnEt","ff","Lira District"
"Otuke District",2020-05-25,2020-06-20,"Fludora Fusion",2020,96.5,NA,"DFID/FCDO","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000676","","2020-06",65,"aXjub1BYn1y","Lango","akV6429SUqu,DWPnYhoqza0,aXjub1BYn1y","ff","Otuke District"
"Serere District",2020-05-25,2020-06-20,"Fludora Fusion",2020,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00X48W.pdf","","2020-06",65,"zJfpujxC1kD","Teso","akV6429SUqu,r0GhWtmPHDj,zJfpujxC1kD","ff","Serere District"
"Budaka District",2021-03-01,2021-03-27,"Fludora Fusion",2021,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-03",74,"kb7iUQISRlx","Bukedi","akV6429SUqu,QBPg7KKCeoA,kb7iUQISRlx","ff","Budaka District"
"Bugiri District",2021-03-01,2021-03-27,"Fludora Fusion",2021,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-03",74,"gUaoj8Geuao","Busoga","akV6429SUqu,Wd1lV9Qdj4o,gUaoj8Geuao","ff","Bugiri District"
"Butaleja District",2021-03-01,2021-03-27,"Fludora Fusion",2021,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-03",74,"MtpE3CH6vq3","Bukedi","akV6429SUqu,QBPg7KKCeoA,MtpE3CH6vq3","ff","Butaleja District"
"Butebo District",2021-03-01,2021-03-27,"Fludora Fusion",2021,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-03",74,"FDPqRvcW3NN","Bukedi","akV6429SUqu,QBPg7KKCeoA,FDPqRvcW3NN","ff","Butebo District"
"Kibuku District",2021-03-01,2021-03-27,"Fludora Fusion",2021,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-03",74,"Oyxwe3iDqpR","Bukedi","akV6429SUqu,QBPg7KKCeoA,Oyxwe3iDqpR","ff","Kibuku District"
"Namutumba District",2021-03-01,2021-03-27,"Fludora Fusion",2021,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-03",74,"esIUe2tQAtL","Busoga","akV6429SUqu,Wd1lV9Qdj4o,esIUe2tQAtL","ff","Namutumba District"
"Pallisa District",2021-03-01,2021-03-27,"Fludora Fusion",2021,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-03",74,"WiVj4bEhX4P","Bukedi","akV6429SUqu,QBPg7KKCeoA,WiVj4bEhX4P","ff","Pallisa District"
"Tororo District",2021-03-01,2021-03-27,"Fludora Fusion",2021,99.4,NA,"PMI","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000676","","2021-03",74,"KhT80mlwJ3Y","Bukedi","akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y","ff","Tororo District"
"Amolatar District",2021-04-26,2021-05-22,"Fludora Fusion",2021,91.5,NA,"DFID/FCDO","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000676","","2021-05",76,"ZuQHWOaFQVM","Lango","akV6429SUqu,DWPnYhoqza0,ZuQHWOaFQVM","ff","Amolatar District"
"Dokolo District",2021-04-26,2021-05-22,"Fludora Fusion",2021,91,NA,"DFID/FCDO","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000676","","2021-05",76,"wMQ25dybdgH","Lango","akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH","ff","Dokolo District"
"Kaberamaido District",2021-04-26,2021-05-22,"Fludora Fusion",2021,NA,NA,"DFID/FCDO","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-05",76,"QoRZB7xc3j9","Teso","akV6429SUqu,r0GhWtmPHDj,QoRZB7xc3j9","ff","Kaberamaido District"
"Kalaki District",2021-04-26,2021-05-22,"Fludora Fusion",2021,NA,NA,"DFID/FCDO","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-05",76,"KOnkIf4N6jA","Teso","akV6429SUqu,r0GhWtmPHDj,KOnkIf4N6jA","ff","Kalaki District"
"Lira District",2021-04-26,2021-05-22,"Fludora Fusion",2021,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-05",76,"Lj8t70RYnEt","Lango","akV6429SUqu,DWPnYhoqza0,Lj8t70RYnEt","ff","Lira District"
"Serere District",2021-04-26,2021-05-22,"Fludora Fusion",2021,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00Z2TK.pdf","","2021-05",76,"zJfpujxC1kD","Teso","akV6429SUqu,r0GhWtmPHDj,zJfpujxC1kD","ff","Serere District"
"Budaka District",2022-02-28,2022-03-26,"Fludora Fusion",2022,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00ZHQH.pdf","","2022-03",86,"kb7iUQISRlx","Bukedi","akV6429SUqu,QBPg7KKCeoA,kb7iUQISRlx","ff","Budaka District"
"Bugiri District",2022-02-28,2022-03-26,"Sumishield",2022,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00ZHQH.pdf","","2022-03",86,"gUaoj8Geuao","Busoga","akV6429SUqu,Wd1lV9Qdj4o,gUaoj8Geuao","ff","Bugiri District"
"Butaleja District",2022-02-28,2022-03-26,"Fludora Fusion",2022,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00ZHQH.pdf","","2022-03",86,"MtpE3CH6vq3","Bukedi","akV6429SUqu,QBPg7KKCeoA,MtpE3CH6vq3","ff","Butaleja District"
"Butebo District",2022-02-28,2022-03-26,"Fludora Fusion",2022,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00ZHQH.pdf","","2022-03",86,"FDPqRvcW3NN","Bukedi","akV6429SUqu,QBPg7KKCeoA,FDPqRvcW3NN","ff","Butebo District"
"Lira District",2022-02-28,2022-03-26,"Fludora Fusion",2022,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00ZHQH.pdf","","2022-03",86,"Lj8t70RYnEt","Lango","akV6429SUqu,DWPnYhoqza0,Lj8t70RYnEt","ff","Lira District"
"Namutumba District",2022-02-28,2022-03-26,"Fludora Fusion",2022,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00ZHQH.pdf","","2022-03",86,"esIUe2tQAtL","Busoga","akV6429SUqu,Wd1lV9Qdj4o,esIUe2tQAtL","ff","Namutumba District"
"Pallisa District",2022-02-28,2022-03-26,"Fludora Fusion",2022,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00ZHQH.pdf","","2022-03",86,"WiVj4bEhX4P","Bukedi","akV6429SUqu,QBPg7KKCeoA,WiVj4bEhX4P","ff","Pallisa District"
"Serere District",2022-02-28,2022-03-26,"Fludora Fusion",2022,NA,NA,"PMI","https://pdf.usaid.gov/pdf_docs/PA00ZHQH.pdf","","2022-03",86,"zJfpujxC1kD","Teso","akV6429SUqu,r0GhWtmPHDj,zJfpujxC1kD","ff","Serere District"
"Tororo District",2022-02-28,2022-03-26,"Sumishield",2022,NA,NA,"PMI","https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0000676","","2022-03",86,"KhT80mlwJ3Y","Bukedi","akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y","ff","Tororo District"
"Koboko District",2022-09-08,2022-09-08,"Fludora Fusion",2022,NA,NA,"Global Fund","https://uniph.go.ug/the-launch-of-indoor-residual-spraying-in-west-nile-region-uganda-8th-september-2022/","","2022-09",92,"iqsaGItA68C","West Nile","akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C","ff","Koboko District"
"Adjumani District",2022-11-01,2022-11-29,"Fludora Fusion",2022,NA,NA,"","https://x.com/MalariaYouthUG/status/1704904405701865826","https://uniph.go.ug/the-launch-of-indoor-residual-spraying-in-west-nile-region-uganda-8th-september-2022/","2022-11",94,"QYiQ2KqgCxj","West Nile","akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj","ff","Adjumani District"
"Amolatar District",2022-11-01,2022-11-29,"Sumishield",2022,NA,NA,"","https://x.com/MalariaYouthUG/status/1704904405701865826","","2022-11",94,"ZuQHWOaFQVM","Lango","akV6429SUqu,DWPnYhoqza0,ZuQHWOaFQVM","ff","Amolatar District"
"Arua District",2022-11-01,2022-11-29,"Fludora Fusion",2022,NA,NA,"","https://x.com/MalariaYouthUG/status/1704904405701865826","https://uniph.go.ug/the-launch-of-indoor-residual-spraying-in-west-nile-region-uganda-8th-september-2022/","2022-11",94,"WcB3kLlgRTb","West Nile","akV6429SUqu,BD3XaQ7cQAp,WcB3kLlgRTb","ff","Arua District"
"Dokolo District",2022-11-01,2022-11-29,"Sumishield",2022,NA,NA,"","https://x.com/MalariaYouthUG/status/1704904405701865826","","2022-11",94,"wMQ25dybdgH","Lango","akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH","ff","Dokolo District"
"Kaberamaido District",2022-11-01,2022-11-29,"Sumishield",2022,NA,NA,"","https://x.com/MalariaYouthUG/status/1704904405701865826","","2022-11",94,"QoRZB7xc3j9","Teso","akV6429SUqu,r0GhWtmPHDj,QoRZB7xc3j9","ff","Kaberamaido District"
"Kalaki District",2022-11-01,2022-11-29,"Sumishield",2022,NA,NA,"","https://x.com/MalariaYouthUG/status/1704904405701865826","","2022-11",94,"KOnkIf4N6jA","Teso","akV6429SUqu,r0GhWtmPHDj,KOnkIf4N6jA","ff","Kalaki District"
"Koboko District",2022-11-01,2022-11-29,"Sumishield",2022,NA,NA,"","https://x.com/MalariaYouthUG/status/1704904405701865826","","2022-11",94,"iqsaGItA68C","West Nile","akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C","ff","Koboko District"
"Madi-Okollo District",2022-11-01,2022-11-29,"Fludora Fusion",2022,NA,NA,"Global Fund","https://uniph.go.ug/the-launch-of-indoor-residual-spraying-in-west-nile-region-uganda-8th-september-2022/","","2022-11",94,"bLoH4VbxCGI","West Nile","akV6429SUqu,BD3XaQ7cQAp,bLoH4VbxCGI","ff","Madi-Okollo District"
"Maracha District",2022-11-01,2022-11-29,"Fludora Fusion",2022,NA,NA,"Global Fund","https://uniph.go.ug/the-launch-of-indoor-residual-spraying-in-west-nile-region-uganda-8th-september-2022/","","2022-11",94,"WyR8Eetj7Uw","West Nile","akV6429SUqu,BD3XaQ7cQAp,WyR8Eetj7Uw","ff","Maracha District"
"Moyo District",2022-11-01,2022-11-29,"Fludora Fusion",2022,NA,NA,"Global Fund","https://uniph.go.ug/the-launch-of-indoor-residual-spraying-in-west-nile-region-uganda-8th-september-2022/","","2022-11",94,"W0kQBddyGyh","West Nile","akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh","ff","Moyo District"
"Obongi District",2022-11-01,2022-11-29,"Fludora Fusion",2022,NA,NA,"Global Fund","https://uniph.go.ug/the-launch-of-indoor-residual-spraying-in-west-nile-region-uganda-8th-september-2022/","","2022-11",94,"uTMUclQ5bi6","West Nile","akV6429SUqu,BD3XaQ7cQAp,uTMUclQ5bi6","ff","Obongi District"
"Terego District",2022-11-01,2022-11-29,"Fludora Fusion",2022,NA,NA,"Global Fund","https://uniph.go.ug/the-launch-of-indoor-residual-spraying-in-west-nile-region-uganda-8th-september-2022/","","2022-11",94,"bJgx6UjvyoP","West Nile","akV6429SUqu,BD3XaQ7cQAp,bJgx6UjvyoP","ff","Terego District"
"Yumbe District",2022-11-01,2022-11-29,"Fludora Fusion",2022,NA,NA,"Global Fund","https://uniph.go.ug/the-launch-of-indoor-residual-spraying-in-west-nile-region-uganda-8th-september-2022/","","2022-11",94,"W1JM2Qdhcv3","West Nile","akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3","ff","Yumbe District"
"Budaka District",2023-02-20,2023-03-20,"Actellic",2023,NA,NA,"","Rek","","2023-03",98,"kb7iUQISRlx","Bukedi","akV6429SUqu,QBPg7KKCeoA,kb7iUQISRlx","actellic","Budaka District"
"Bugiri District",2023-02-20,2023-03-20,"Actellic",2023,NA,NA,"","Rek","","2023-03",98,"gUaoj8Geuao","Busoga","akV6429SUqu,Wd1lV9Qdj4o,gUaoj8Geuao","actellic","Bugiri District"
"Butaleja District",2023-02-20,2023-03-20,"Actellic",2023,NA,NA,"","Rek","","2023-03",98,"MtpE3CH6vq3","Bukedi","akV6429SUqu,QBPg7KKCeoA,MtpE3CH6vq3","actellic","Butaleja District"
"Namutumba District",2023-02-20,2023-03-20,"Actellic",2023,NA,NA,"","Rek","","2023-03",98,"esIUe2tQAtL","Busoga","akV6429SUqu,Wd1lV9Qdj4o,esIUe2tQAtL","actellic","Namutumba District"
"Pallisa District",2023-02-20,2023-03-20,"Actellic",2023,NA,NA,"","Rek","","2023-03",98,"WiVj4bEhX4P","Bukedi","akV6429SUqu,QBPg7KKCeoA,WiVj4bEhX4P","actellic","Pallisa District"
"Tororo District",2023-02-20,2023-03-20,"Actellic",2023,NA,NA,"","Rek","","2023-03",98,"KhT80mlwJ3Y","Bukedi","akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y","actellic","Tororo District"
"Butebo District",2023-02-28,2023-03-28,"Actellic",2023,NA,NA,"","Rek","","2023-03",98,"FDPqRvcW3NN","Bukedi","akV6429SUqu,QBPg7KKCeoA,FDPqRvcW3NN","actellic","Butebo District"
"Dokolo District",2023-09-29,2023-11-30,"Actellic",2023,NA,NA,"","https://x.com/MinofHealthUG/status/1707699249276764250","","2023-10",105,"wMQ25dybdgH","Lango","akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH","actellic","Dokolo District"
"Kaberamaido District",2023-09-29,2023-11-30,"Actellic",2023,NA,NA,"","https://x.com/MinofHealthUG/status/1707699249276764250","","2023-10",105,"QoRZB7xc3j9","Teso","akV6429SUqu,r0GhWtmPHDj,QoRZB7xc3j9","actellic","Kaberamaido District"
"Kalaki District",2023-09-29,2023-11-30,"Actellic",2023,NA,NA,"","https://x.com/MinofHealthUG/status/1707699249276764250","","2023-10",105,"KOnkIf4N6jA","Teso","akV6429SUqu,r0GhWtmPHDj,KOnkIf4N6jA","actellic","Kalaki District"
"Adjumani District",2023-12-01,2023-12-29,"Actellic",2023,NA,NA,"","Rek","","2023-12",107,"QYiQ2KqgCxj","West Nile","akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj","actellic","Adjumani District"
"Arua District",2023-12-01,2023-12-29,"Actellic",2023,NA,NA,"","Rek","","2023-12",107,"WcB3kLlgRTb","West Nile","akV6429SUqu,BD3XaQ7cQAp,WcB3kLlgRTb","actellic","Arua District"
"Koboko District",2023-12-01,2023-12-29,"Actellic",2023,NA,NA,"","Rek","","2023-12",107,"iqsaGItA68C","West Nile","akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C","actellic","Koboko District"
"Madi-Okollo District",2023-12-01,2023-12-29,"Actellic",2023,NA,NA,"","Rek","","2023-12",107,"bLoH4VbxCGI","West Nile","akV6429SUqu,BD3XaQ7cQAp,bLoH4VbxCGI","actellic","Madi-Okollo District"
"Maracha District",2023-12-01,2023-12-29,"Actellic",2023,NA,NA,"","Rek","","2023-12",107,"WyR8Eetj7Uw","West Nile","akV6429SUqu,BD3XaQ7cQAp,WyR8Eetj7Uw","actellic","Maracha District"
"Moyo District",2023-12-01,2023-12-29,"Actellic",2023,NA,NA,"","Rek","","2023-12",107,"W0kQBddyGyh","West Nile","akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh","actellic","Moyo District"
"Obongi District",2023-12-01,2023-12-29,"Actellic",2023,NA,NA,"","Rek","","2023-12",107,"uTMUclQ5bi6","West Nile","akV6429SUqu,BD3XaQ7cQAp,uTMUclQ5bi6","actellic","Obongi District"
"Terego District",2023-12-01,2023-12-29,"Actellic",2023,NA,NA,"","Rek","","2023-12",107,"bJgx6UjvyoP","West Nile","akV6429SUqu,BD3XaQ7cQAp,bJgx6UjvyoP","actellic","Terego District"
"Yumbe District",2023-12-01,2023-12-29,"Actellic",2023,NA,NA,"","Rek","","2023-12",107,"W1JM2Qdhcv3","West Nile","akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3","actellic","Yumbe District"
"Amolatar District",2023-12-11,2024-01-10,"Actellic",2023,NA,NA,"","file:///C:/Users/dhergott/Downloads/Malaria%20Bulletin%20-%20Epi%20Week%209.pdf","","2023-12",107,"ZuQHWOaFQVM","Lango","akV6429SUqu,DWPnYhoqza0,ZuQHWOaFQVM","actellic","Amolatar District"
"Dokolo District",2023-12-11,2024-01-10,"Actellic",2023,NA,NA,"","Rek- TO CONFIRM!","","2023-12",107,"wMQ25dybdgH","Lango","akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH","actellic","Dokolo District"
"Adjumani District",2024-12-01,2024-12-29,"Actellic",2024,NA,NA,"","Rek","","2024-12",119,"QYiQ2KqgCxj","West Nile","akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj","actellic","Adjumani District"
"Arua District",2024-12-01,2024-12-29,"Actellic",2024,NA,NA,"","Rek","","2024-12",119,"WcB3kLlgRTb","West Nile","akV6429SUqu,BD3XaQ7cQAp,WcB3kLlgRTb","actellic","Arua District"
"Budaka District",2024-03-11,2024-04-08,"Actellic",2024,NA,NA,"","Rek","","2024-03",110,"kb7iUQISRlx","Bukedi","akV6429SUqu,QBPg7KKCeoA,kb7iUQISRlx","actellic","Budaka District"
"Bugiri District",2024-03-11,2024-04-08,"Actellic",2024,NA,NA,"","Rek","","2024-03",110,"gUaoj8Geuao","Busoga","akV6429SUqu,Wd1lV9Qdj4o,gUaoj8Geuao","actellic","Bugiri District"
"Butaleja District",2024-03-11,2024-04-08,"Actellic",2024,NA,NA,"","Rek","","2024-03",110,"MtpE3CH6vq3","Bukedi","akV6429SUqu,QBPg7KKCeoA,MtpE3CH6vq3","actellic","Butaleja District"
"Butebo District",2024-03-11,2024-04-08,"Actellic",2024,NA,NA,"","Rek","","2024-03",110,"FDPqRvcW3NN","Bukedi","akV6429SUqu,QBPg7KKCeoA,FDPqRvcW3NN","actellic","Butebo District"
"Kaberamaido District",2024-12-13,2025-01-10,"Actellic",2024,NA,NA,"","Rek?","","2024-12",119,"QoRZB7xc3j9","Teso","akV6429SUqu,r0GhWtmPHDj,QoRZB7xc3j9","actellic","Kaberamaido District"
"Kalaki District",2024-12-13,2025-01-10,"Prallethrin",2024,NA,NA,"","https://patriots.co.ug/kalaki-residents-hail-malaria-reduction-efforts-through-indoor-residual-spraying-program/","","2024-12",119,"KOnkIf4N6jA","Teso","akV6429SUqu,r0GhWtmPHDj,KOnkIf4N6jA","pyrethroid","Kalaki District"
"Koboko District",2024-12-01,2024-12-29,"Actellic",2024,NA,NA,"","Rek","","2024-12",119,"iqsaGItA68C","West Nile","akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C","actellic","Koboko District"
"Madi-Okollo District",2024-12-01,2024-12-29,"Actellic",2024,NA,NA,"","Rek","","2024-12",119,"bLoH4VbxCGI","West Nile","akV6429SUqu,BD3XaQ7cQAp,bLoH4VbxCGI","actellic","Madi-Okollo District"
"Maracha District",2024-12-01,2024-12-29,"Actellic",2024,NA,NA,"","Rek","","2024-12",119,"WyR8Eetj7Uw","West Nile","akV6429SUqu,BD3XaQ7cQAp,WyR8Eetj7Uw","actellic","Maracha District"
"Moyo District",2024-12-01,2024-12-29,"Actellic",2024,NA,NA,"","Rek","","2024-12",119,"W0kQBddyGyh","West Nile","akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh","actellic","Moyo District"
"Namutumba District",2024-03-11,2024-04-08,"Actellic",2024,NA,NA,"","Rek","","2024-03",110,"esIUe2tQAtL","Busoga","akV6429SUqu,Wd1lV9Qdj4o,esIUe2tQAtL","actellic","Namutumba District"
"Obongi District",2024-12-01,2024-12-29,"Actellic",2024,NA,NA,"","Rek","","2024-12",119,"uTMUclQ5bi6","West Nile","akV6429SUqu,BD3XaQ7cQAp,uTMUclQ5bi6","actellic","Obongi District"
"Pallisa District",2024-03-11,2024-04-08,"Actellic",2024,NA,NA,"","Rek","","2024-03",110,"WiVj4bEhX4P","Bukedi","akV6429SUqu,QBPg7KKCeoA,WiVj4bEhX4P","actellic","Pallisa District"
"Terego District",2024-12-01,2024-12-29,"Actellic",2024,NA,NA,"","Rek","","2024-12",119,"bJgx6UjvyoP","West Nile","akV6429SUqu,BD3XaQ7cQAp,bJgx6UjvyoP","actellic","Terego District"
"Tororo District",2024-03-11,2024-04-08,"Actellic",2024,NA,NA,"","Rek","","2024-03",110,"KhT80mlwJ3Y","Bukedi","akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y","actellic","Tororo District"
"Yumbe District",2024-12-01,2024-12-29,"Actellic",2024,NA,NA,"","Rek","","2024-12",119,"W1JM2Qdhcv3","West Nile","akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3","actellic","Yumbe District"
